# time   trace   domains   purity   coherence  equireached
  207      1.0000061393      0.5087381864      0.2785315947      0.0449113358      0.7456395896
  208      1.0000061691      0.5050899181      0.2798855606      0.0445894914      0.7474635972
  209      1.0000061989      0.5014678329      0.2812331620      0.0442699484      0.7492745227
  210      1.0000062287      0.4978717419      0.2825743970      0.0439526906      0.7510724603
  211      1.0000062585      0.4943014572      0.2839092642      0.0436377019      0.7528575031
  212      1.0000062883      0.4907567926      0.2852377629      0.0433249665      0.7546297439
  213      1.0000063181      0.4872375631      0.2865598931      0.0430144686      0.7563892746
  214      1.0000063479      0.4837435853      0.2878756554      0.0427061922      0.7581361864
  215      1.0000063777      0.4802746771      0.2891850510      0.0424001219      0.7598705700
  216      1.0000064075      0.4768306577      0.2904880819      0.0420962421      0.7615925154
  217      1.0000064373      0.4734113477      0.2917847505      0.0417945372      0.7633021118
  218      1.0000064671      0.4700165691      0.2930750599      0.0414949920      0.7649994480
  219      1.0000064969      0.4666461452      0.2943590138      0.0411975912      0.7666846120
  220      1.0000065267      0.4632999006      0.2956366164      0.0409023196      0.7683576910
  221      1.0000065565      0.4599776612      0.2969078726      0.0406091621      0.7700187720
  222      1.0000065863      0.4566792541      0.2981727876      0.0403181038      0.7716679410
  223      1.0000066161      0.4534045079      0.2994313673      0.0400291298      0.7733052835
  224      1.0000066459      0.4501532523      0.3006836182      0.0397422253      0.7749308845
  225      1.0000066757      0.4469253184      0.3019295471      0.0394573757      0.7765448281
  226      1.0000067055      0.4437205383      0.3031691614      0.0391745663      0.7781471980
  227      1.0000067353      0.4405387455      0.3044024691      0.0388937827      0.7797380774
  228      1.0000067651      0.4373797748      0.3056294784      0.0386150105      0.7813175486
  229      1.0000067950      0.4342434621      0.3068501983      0.0383382354      0.7828856935
  230      1.0000068248      0.4311296445      0.3080646379      0.0380634431      0.7844425934
  231      1.0000068546      0.4280381603      0.3092728071      0.0377906196      0.7859883290
  232      1.0000068844      0.4249688490      0.3104747160      0.0375197508      0.7875229803
  233      1.0000069142      0.4219215513      0.3116703751      0.0372508229      0.7890466270
  234      1.0000069440      0.4188961089      0.3128597955      0.0369838220      0.7905593479
  235      1.0000069738      0.4158923650      0.3140429886      0.0367187344      0.7920612215
  236      1.0000070036      0.4129101637      0.3152199662      0.0364555464      0.7935523255
  237      1.0000070334      0.4099493501      0.3163907403      0.0361942446      0.7950327372
  238      1.0000070632      0.4070097708      0.3175553237      0.0359348154      0.7965025334
  239      1.0000070930      0.4040912731      0.3187137292      0.0356772455      0.7979617902
  240      1.0000071228      0.4011937057      0.3198659700      0.0354215217      0.7994105831
  241      1.0000071526      0.3983169184      0.3210120598      0.0351676306      0.8008489873
  242      1.0000071824      0.3954607619      0.3221520126      0.0349155594      0.8022770773
  243      1.0000072122      0.3926250882      0.3232858427      0.0346652950      0.8036949270
  244      1.0000072420      0.3898097501      0.3244135646      0.0344168244      0.8051026099
  245      1.0000072718      0.3870146018      0.3255351932      0.0341701349      0.8065001990
  246      1.0000073016      0.3842394982      0.3266507439      0.0339252137      0.8078877665
  247      1.0000073314      0.3814842955      0.3277602321      0.0336820483      0.8092653845
  248      1.0000073612      0.3787488509      0.3288636736      0.0334406260      0.8106331243
  249      1.0000073910      0.3760330227      0.3299610845      0.0332009344      0.8119910566
  250      1.0000074208      0.3733366699      0.3310524813      0.0329629611      0.8133392519
  251      1.0000074506      0.3706596529      0.3321378805      0.0327266938      0.8146777800
  252      1.0000074804      0.3680018328      0.3332172990      0.0324921204      0.8160067103
  253      1.0000075102      0.3653630721      0.3342907539      0.0322592287      0.8173261114
  254      1.0000075400      0.3627432338      0.3353582628      0.0320280066      0.8186360519
  255      1.0000075698      0.3601421823      0.3364198431      0.0317984424      0.8199365996
  256      1.0000075996      0.3575597827      0.3374755127      0.0315705240      0.8212278217
  257      1.0000076294      0.3549959012      0.3385252898      0.0313442397      0.8225097853
  258      1.0000076592      0.3524504050      0.3395691926      0.0311195778      0.8237825566
  259      1.0000076890      0.3499231622      0.3406072396      0.0308965267      0.8250462017
  260      1.0000077188      0.3474140418      0.3416394496      0.0306750749      0.8263007859
  261      1.0000077486      0.3449229139      0.3426658414      0.0304552109      0.8275463743
  262      1.0000077784      0.3424496493      0.3436864342      0.0302369233      0.8287830313
  263      1.0000078082      0.3399941199      0.3447012472      0.0300202009      0.8300108211
  264      1.0000078380      0.3375561985      0.3457102999      0.0298050325      0.8312298071
  265      1.0000078678      0.3351357587      0.3467136120      0.0295914069      0.8324400526
  266      1.0000078976      0.3327326753      0.3477112032      0.0293793131      0.8336416201
  267      1.0000079274      0.3303468237      0.3487030936      0.0291687401      0.8348345720
  268      1.0000079573      0.3279780803      0.3496893033      0.0289596770      0.8360189701
  269      1.0000079871      0.3256263224      0.3506698525      0.0287521130      0.8371948756
  270      1.0000080169      0.3232914282      0.3516447617      0.0285460374      0.8383623494
  271      1.0000080467      0.3209732766      0.3526140514      0.0283414394      0.8395214521
  272      1.0000080765      0.3186717478      0.3535777425      0.0281383086      0.8406722437
  273      1.0000081063      0.3163867223      0.3545358556      0.0279366344      0.8418147837
  274      1.0000081361      0.3141180819      0.3554884118      0.0277364064      0.8429491313
  275      1.0000081659      0.3118657090      0.3564354321      0.0275376142      0.8440753453
  276      1.0000081957      0.3096294870      0.3573769378      0.0273402474      0.8451934840
  277      1.0000082255      0.3074093001      0.3583129502      0.0271442960      0.8463036054
  278      1.0000082553      0.3052050332      0.3592434907      0.0269497498      0.8474057668
  279      1.0000082851      0.3030165721      0.3601685808      0.0267565987      0.8485000254
  280      1.0000083149      0.3008438036      0.3610882421      0.0265648326      0.8495864378
  281      1.0000083447      0.2986866151      0.3620024964      0.0263744418      0.8506650604
  282      1.0000083745      0.2965448948      0.3629113655      0.0261854162      0.8517359489
  283      1.0000084043      0.2944185318      0.3638148713      0.0259977462      0.8527991588
  284      1.0000084341      0.2923074161      0.3647130357      0.0258114220      0.8538547453
  285      1.0000084639      0.2902114381      0.3656058808      0.0256264339      0.8549027628
  286      1.0000084937      0.2881304895      0.3664934287      0.0254427725      0.8559432659
  287      1.0000085235      0.2860644624      0.3673757017      0.0252604281      0.8569763082
  288      1.0000085533      0.2840132497      0.3682527220      0.0250793914      0.8580019433
  289      1.0000085831      0.2819767454      0.3691245119      0.0248996530      0.8590202244
  290      1.0000086129      0.2799548438      0.3699910937      0.0247212035      0.8600312041
  291      1.0000086427      0.2779474403      0.3708524901      0.0245440338      0.8610349349
  292      1.0000086725      0.2759544309      0.3717087234      0.0243681346      0.8620314686
  293      1.0000087023      0.2739757124      0.3725598162      0.0241934968      0.8630208570
  294      1.0000087321      0.2720111823      0.3734057910      0.0240201115      0.8640031511
  295      1.0000087619      0.2700607389      0.3742466706      0.0238479696      0.8649784020
  296      1.0000087917      0.2681242811      0.3750824775      0.0236770622      0.8659466601
  297      1.0000088215      0.2662017087      0.3759132345      0.0235073804      0.8669079756
  298      1.0000088513      0.2642929221      0.3767389643      0.0233389156      0.8678623982
  299      1.0000088811      0.2623978224      0.3775596897      0.0231716588      0.8688099773
  300      1.0000089109      0.2605163115      0.3783754334      0.0230056016      0.8697507621
  301      1.0000089407      0.2586482920      0.3791862184      0.0228407353      0.8706848013
  302      1.0000089705      0.2567936670      0.3799920674      0.0226770513      0.8716121431
  303      1.0000090003      0.2549523407      0.3807930032      0.0225145412      0.8725328358
  304      1.0000090301      0.2531242175      0.3815890488      0.0223531966      0.8734469268
  305      1.0000090599      0.2513092028      0.3823802270      0.0221930090      0.8743544636
  306      1.0000090897      0.2495072027      0.3831665608      0.0220339703      0.8752554932
  307      1.0000091196      0.2477181237      0.3839480730      0.0218760722      0.8761500622
  308      1.0000091494      0.2459418733      0.3847247865      0.0217193064      0.8770382169
  309      1.0000091792      0.2441783594      0.3854967242      0.0215636649      0.8779200034
  310      1.0000092090      0.2424274908      0.3862639091      0.0214091397      0.8787954672
  311      1.0000092388      0.2406891767      0.3870263640      0.0212557226      0.8796646539
  312      1.0000092686      0.2389633272      0.3877841119      0.0211034059      0.8805276082
  313      1.0000092984      0.2372498527      0.3885371756      0.0209521815      0.8813843750
  314      1.0000093282      0.2355486647      0.3892855781      0.0208020416      0.8822349987
  315      1.0000093580      0.2338596751      0.3900293421      0.0206529786      0.8830795231
  316      1.0000093878      0.2321827962      0.3907684907      0.0205049845      0.8839179922
  317      1.0000094176      0.2305179414      0.3915030465      0.0203580519      0.8847504493
  318      1.0000094474      0.2288650243      0.3922330324      0.0202121731      0.8855769375
  319      1.0000094772      0.2272239594      0.3929584713      0.0200673404      0.8863974996
  320      1.0000095070      0.2255946617      0.3936793860      0.0199235465      0.8872121781
  321      1.0000095368      0.2239770468      0.3943957991      0.0197807839      0.8880210152
  322      1.0000095666      0.2223710309      0.3951077334      0.0196390451      0.8888240528
  323      1.0000095964      0.2207765309      0.3958152117      0.0194983229      0.8896213325
  324      1.0000096262      0.2191934643      0.3965182567      0.0193586099      0.8904128956
  325      1.0000096560      0.2176217489      0.3972168909      0.0192198989      0.8911987830
  326      1.0000096858      0.2160613034      0.3979111370      0.0190821828      0.8919790354
  327      1.0000097156      0.2145120471      0.3986010176      0.0189454543      0.8927536933
  328      1.0000097454      0.2129738996      0.3992865553      0.0188097065      0.8935227968
  329      1.0000097752      0.2114467813      0.3999677725      0.0186749323      0.8942863856
  330      1.0000098050      0.2099306132      0.4006446917      0.0185411246      0.8950444994
  331      1.0000098348      0.2084253167      0.4013173355      0.0184082766      0.8957971774
  332      1.0000098646      0.2069308138      0.4019857261      0.0182763815      0.8965444586
  333      1.0000098944      0.2054470273      0.4026498859      0.0181454322      0.8972863816
  334      1.0000099242      0.2039738801      0.4033098373      0.0180154222      0.8980229850
  335      1.0000099540      0.2025112960      0.4039656025      0.0178863446      0.8987543068
  336      1.0000099838      0.2010591994      0.4046172037      0.0177581927      0.8994803848
  337      1.0000100136      0.1996175149      0.4052646631      0.0176309599      0.9002012568
  338      1.0000100434      0.1981861680      0.4059080028      0.0175046397      0.9009169600
  339      1.0000100732      0.1967650845      0.4065472449      0.0173792255      0.9016275316
  340      1.0000101030      0.1953541908      0.4071824114      0.0172547107      0.9023330082
  341      1.0000101328      0.1939534138      0.4078135243      0.0171310890      0.9030334265
  342      1.0000101626      0.1925626810      0.4084406055      0.0170083540      0.9037288226
  343      1.0000101924      0.1911819205      0.4090636768      0.0168864992      0.9044192327
  344      1.0000102222      0.1898110606      0.4096827601      0.0167655183      0.9051046924
  345      1.0000102521      0.1884500303      0.4102978771      0.0166454052      0.9057852373
  346      1.0000102819      0.1870987593      0.4109090494      0.0165261535      0.9064609026
  347      1.0000103117      0.1857571775      0.4115162988      0.0164077572      0.9071317233
  348      1.0000103415      0.1844252154      0.4121196468      0.0162902100      0.9077977341
  349      1.0000103713      0.1831028041      0.4127191148      0.0161735059      0.9084589695
  350      1.0000104011      0.1817898751      0.4133147244      0.0160576388      0.9091154638
  351      1.0000104309      0.1804863604      0.4139064968      0.0159426028      0.9097672509
  352      1.0000104607      0.1791921925      0.4144944535      0.0158283918      0.9104143647
  353      1.0000104905      0.1779073043      0.4150786158      0.0157150000      0.9110568386
  354      1.0000105203      0.1766316294      0.4156590046      0.0156024214      0.9116947058
  355      1.0000105501      0.1753651016      0.4162356413      0.0154906504      0.9123279995
  356      1.0000105799      0.1741076554      0.4168085469      0.0153796809      0.9129567524
  357      1.0000106097      0.1728592256      0.4173777423      0.0152695074      0.9135809971
  358      1.0000106395      0.1716197477      0.4179432484      0.0151601241      0.9142007658
  359      1.0000106693      0.1703891573      0.4185050862      0.0150515254      0.9148160908
  360      1.0000106991      0.1691673909      0.4190632765      0.0149437055      0.9154270038
  361      1.0000107289      0.1679543850      0.4196178398      0.0148366590      0.9160335365
  362      1.0000107587      0.1667500770      0.4201687969      0.0147303803      0.9166357203
  363      1.0000107885      0.1655544044      0.4207161683      0.0146248638      0.9172335864
  364      1.0000108183      0.1643673053      0.4212599746      0.0145201042      0.9178271658
  365      1.0000108481      0.1631887182      0.4218002361      0.0144160959      0.9184164891
  366      1.0000108779      0.1620185821      0.4223369732      0.0143128336      0.9190015870
  367      1.0000109077      0.1608568364      0.4228702063      0.0142103120      0.9195824896
  368      1.0000109375      0.1597034210      0.4233999554      0.0141085258      0.9201592271
  369      1.0000109673      0.1585582760      0.4239262408      0.0140074696      0.9207318294
  370      1.0000109971      0.1574213423      0.4244490824      0.0139071382      0.9213003260
  371      1.0000110269      0.1562925609      0.4249685004      0.0138075265      0.9218647465
  372      1.0000110567      0.1551718734      0.4254845145      0.0137086292      0.9224251201
  373      1.0000110865      0.1540592216      0.4259971446      0.0136104413      0.9229814758
  374      1.0000111163      0.1529545481      0.4265064104      0.0135129576      0.9235338423
  375      1.0000111461      0.1518577956      0.4270123317      0.0134161732      0.9240822484
  376      1.0000111759      0.1507689074      0.4275149280      0.0133200830      0.9246267223
  377      1.0000112057      0.1496878269      0.4280142189      0.0132246820      0.9251672923
  378      1.0000112355      0.1486144982      0.4285102237      0.0131299653      0.9257039865
  379      1.0000112653      0.1475488658      0.4290029619      0.0130359279      0.9262368325
  380      1.0000112951      0.1464908745      0.4294924527      0.0129425651      0.9267658579
  381      1.0000113249      0.1454404694      0.4299787154      0.0128498719      0.9272910903
  382      1.0000113547      0.1443975962      0.4304617690      0.0127578436      0.9278125567
  383      1.0000113846      0.1433622009      0.4309416326      0.0126664753      0.9283302841
  384      1.0000114144      0.1423342299      0.4314183252      0.0125757625      0.9288442995
  385      1.0000114442      0.1413136298      0.4318918657      0.0124857003      0.9293546293
  386      1.0000114740      0.1403003479      0.4323622728      0.0123962841      0.9298613000
  387      1.0000115038      0.1392943317      0.4328295653      0.0123075093      0.9303643380
