# time   trace   domains   purity   coherence  equireached
  312      1.0000092686      0.5750920804      0.2545600701      0.0712675950      0.7124638674
  313      1.0000092984      0.5727413244      0.2553919964      0.0709766858      0.7136392471
  314      1.0000093282      0.5704001935      0.2562219154      0.0706869568      0.7148098155
  315      1.0000093580      0.5680686478      0.2570498240      0.0703984034      0.7159755925
  316      1.0000093878      0.5657466475      0.2578757194      0.0701110212      0.7171365980
  317      1.0000094176      0.5634341530      0.2586995987      0.0698248056      0.7182928516
  318      1.0000094474      0.5611311250      0.2595214591      0.0695397521      0.7194443730
  319      1.0000094772      0.5588375241      0.2603412981      0.0692558562      0.7205911818
  320      1.0000095070      0.5565533113      0.2611591130      0.0689731134      0.7217332975
  321      1.0000095368      0.5542784477      0.2619749015      0.0686915193      0.7228707395
  322      1.0000095666      0.5520128947      0.2627886611      0.0684110692      0.7240035271
  323      1.0000095964      0.5497566137      0.2636003896      0.0681317589      0.7251316795
  324      1.0000096262      0.5475095663      0.2644100849      0.0678535838      0.7262552158
  325      1.0000096560      0.5452717144      0.2652177448      0.0675765395      0.7273741552
  326      1.0000096858      0.5430430200      0.2660233674      0.0673006216      0.7284885166
  327      1.0000097156      0.5408234451      0.2668269508      0.0670258256      0.7295983188
  328      1.0000097454      0.5386129523      0.2676284931      0.0667521472      0.7307035808
  329      1.0000097752      0.5364115039      0.2684279927      0.0664795820      0.7318043211
  330      1.0000098050      0.5342190626      0.2692254479      0.0662081256      0.7329005585
  331      1.0000098348      0.5320355912      0.2700208572      0.0659377735      0.7339923114
  332      1.0000098646      0.5298610528      0.2708142191      0.0656685216      0.7350795985
  333      1.0000098944      0.5276954105      0.2716055322      0.0654003654      0.7361624380
  334      1.0000099242      0.5255386276      0.2723947952      0.0651333007      0.7372408483
  335      1.0000099540      0.5233906676      0.2731820069      0.0648673230      0.7383148477
  336      1.0000099838      0.5212514941      0.2739671663      0.0646024281      0.7393844542
  337      1.0000100136      0.5191210710      0.2747502721      0.0643386118      0.7404496860
  338      1.0000100434      0.5169993622      0.2755313236      0.0640758697      0.7415105611
  339      1.0000100732      0.5148863318      0.2763103197      0.0638141976      0.7425670974
  340      1.0000101030      0.5127819441      0.2770872596      0.0635535912      0.7436193127
  341      1.0000101328      0.5106861635      0.2778621427      0.0632940463      0.7446672248
  342      1.0000101626      0.5085989546      0.2786349682      0.0630355586      0.7457108515
  343      1.0000101924      0.5065202821      0.2794057355      0.0627781241      0.7467502102
  344      1.0000102222      0.5044501109      0.2801744442      0.0625217384      0.7477853186
  345      1.0000102521      0.5023884061      0.2809410938      0.0622663975      0.7488161942
  346      1.0000102819      0.5003351328      0.2817056840      0.0620120970      0.7498428542
  347      1.0000103117      0.4982902564      0.2824682144      0.0617588330      0.7508653161
  348      1.0000103415      0.4962537424      0.2832286848      0.0615066011      0.7518835971
  349      1.0000103713      0.4942255563      0.2839870951      0.0612553974      0.7528977144
  350      1.0000104011      0.4922056640      0.2847434451      0.0610052177      0.7539076850
  351      1.0000104309      0.4901940315      0.2854977349      0.0607560580      0.7549135260
  352      1.0000104607      0.4881906247      0.2862499645      0.0605079140      0.7559152543
  353      1.0000104905      0.4861954099      0.2870001341      0.0602607818      0.7569128869
  354      1.0000105203      0.4842083534      0.2877482437      0.0600146573      0.7579064405
  355      1.0000105501      0.4822294218      0.2884942937      0.0597695365      0.7588959318
  356      1.0000105799      0.4802585817      0.2892382844      0.0595254152      0.7598813776
