# time   trace   domains   purity   coherence  equireached
  311      1.0000092388      0.2647656653      0.3765358677      0.0181903501      0.8676264109
  312      1.0000092686      0.2629597057      0.3773177370      0.0180663674      0.8685294202
  313      1.0000092984      0.2611660645      0.3780950941      0.0179432306      0.8694262703
  314      1.0000093282      0.2593846578      0.3788679587      0.0178209339      0.8703170032
  315      1.0000093580      0.2576154020      0.3796363503      0.0176994716      0.8712016607
  316      1.0000093878      0.2558582144      0.3804002886      0.0175788379      0.8720802841
  317      1.0000094176      0.2541130125      0.3811597932      0.0174590273      0.8729529146
  318      1.0000094474      0.2523797147      0.3819148840      0.0173400340      0.8738195931
  319      1.0000094772      0.2506582396      0.3826655804      0.0172218526      0.8746803603
  320      1.0000095070      0.2489485068      0.3834119024      0.0171044776      0.8755352563
  321      1.0000095368      0.2472504360      0.3841538694      0.0169879033      0.8763843213
  322      1.0000095666      0.2455639478      0.3848915013      0.0168721244      0.8772275951
  323      1.0000095964      0.2438889630      0.3856248177      0.0167571353      0.8780651171
  324      1.0000096262      0.2422254034      0.3863538384      0.0166429309      0.8788969266
  325      1.0000096560      0.2405731908      0.3870785831      0.0165295055      0.8797230626
  326      1.0000096858      0.2389322480      0.3877990714      0.0164168541      0.8805435637
  327      1.0000097156      0.2373024980      0.3885153231      0.0163049713      0.8813584684
  328      1.0000097454      0.2356838645      0.3892273578      0.0161938517      0.8821678148
  329      1.0000097752      0.2340762717      0.3899351952      0.0160834904      0.8829716409
  330      1.0000098050      0.2324796443      0.3906388550      0.0159738820      0.8837699843
  331      1.0000098348      0.2308939074      0.3913383569      0.0158650214      0.8845628825
  332      1.0000098646      0.2293189868      0.3920337204      0.0157569036      0.8853503725
  333      1.0000098944      0.2277548087      0.3927249652      0.0156495234      0.8861324913
  334      1.0000099242      0.2262012999      0.3934121109      0.0155428759      0.8869092754
  335      1.0000099540      0.2246583875      0.3940951772      0.0154369560      0.8876807614
  336      1.0000099838      0.2231259993      0.3947741835      0.0153317587      0.8884469852
  337      1.0000100136      0.2216040634      0.3954491494      0.0152272793      0.8892079829
  338      1.0000100434      0.2200925087      0.3961200945      0.0151235126      0.8899637900
  339      1.0000100732      0.2185912642      0.3967870382      0.0150204540      0.8907144420
  340      1.0000101030      0.2171002597      0.3974500001      0.0149180985      0.8914599740
  341      1.0000101328      0.2156194253      0.3981089995      0.0148164414      0.8922004209
  342      1.0000101626      0.2141486917      0.3987640559      0.0147154779      0.8929358175
  343      1.0000101924      0.2126879899      0.3994151887      0.0146152032      0.8936661982
  344      1.0000102222      0.2112372515      0.4000624173      0.0145156127      0.8943915971
  345      1.0000102521      0.2097964085      0.4007057610      0.0144167018      0.8951120484
  346      1.0000102819      0.2083653935      0.4013452390      0.0143184657      0.8958275856
  347      1.0000103117      0.2069441394      0.4019808707      0.0142208998      0.8965382425
  348      1.0000103415      0.2055325797      0.4026126753      0.0141239997      0.8972440521
  349      1.0000103713      0.2041306482      0.4032406719      0.0140277607      0.8979450476
  350      1.0000104011      0.2027382792      0.4038648798      0.0139321784      0.8986412619
  351      1.0000104309      0.2013554075      0.4044853180      0.0138372482      0.8993327275
  352      1.0000104607      0.1999819684      0.4051020057      0.0137429657      0.9000194769
  353      1.0000104905      0.1986178974      0.4057149618      0.0136493266      0.9007015421
  354      1.0000105203      0.1972631307      0.4063242054      0.0135563263      0.9013789552
  355      1.0000105501      0.1959176049      0.4069297554      0.0134639606      0.9020517479
  356      1.0000105799      0.1945812569      0.4075316308      0.0133722251      0.9027199517
  357      1.0000106097      0.1932540240      0.4081298504      0.0132811156      0.9033835979
  358      1.0000106395      0.1919358442      0.4087244330      0.0131906277      0.9040427176
  359      1.0000106693      0.1906266556      0.4093153975      0.0131007572      0.9046973417
  360      1.0000106991      0.1893263970      0.4099027625      0.0130115000      0.9053475008
  361      1.0000107289      0.1880350074      0.4104865468      0.0129228517      0.9059932254
  362      1.0000107587      0.1867524264      0.4110667689      0.0128348083      0.9066345457
  363      1.0000107885      0.1854785938      0.4116434475      0.0127473657      0.9072714918
